0,s,60
41454000,s,60
42062000,s,60
1095589000,s,156
1100848000,s,156
1101257000,s,156
1121906000,r,156
2663681000,s,124
2704090000,s,124
2704522000,s,124
2704645000,s,124
2704693000,s,124
2723411000,r,236
2723411000,r,236
2723545000,s,1340
2723411000,r,172
2723634000,s,252
2726537000,s,124
2727732000,s,124
2738653000,r,124
2740958000,s,124
2745009000,r,124
2746426000,s,1340
2746580000,s,716
2751882000,s,124
2757603000,r,124
2757603000,r,364
2758538000,s,124
2764151000,s,188
2765439000,s,204
2766059000,s,652
2774800000,r,204
2775422000,r,172
2776266000,s,124
2776983000,s,156
2788872000,r,124
2796431000,r,188
2796431000,r,348
2797765000,s,156
2798113000,s,156
2803223000,s,140
2804462000,r,1340
2804462000,r,1340
2804462000,r,1340
2804462000,r,1340
2804463000,r,1340
2805502000,s,124
2805570000,s,124
2806458000,r,1340
2806458000,r,1340
2806458000,r,1340
2806458000,r,1340
2806458000,r,1100
2807606000,s,124
2807793000,s,124
2807864000,s,124
2809258000,r,188
2809258000,r,172
2818996000,s,1340
2819089000,s,1340
2820889000,s,172
2823168000,s,1340
2823225000,s,236
2833231000,r,1372
2833511000,r,1372
2834678000,s,476
2835348000,s,364
2837263000,s,1340
2837352000,s,188
2844026000,s,316
2844782000,s,124
2849090000,s,396
2849409000,r,124
2853511000,r,124
2855799000,s,124
2856885000,r,124
2856885000,r,124
2860340000,r,396
2860340000,r,1340
2860340000,r,1340
2860340000,r,1340
2860340000,r,1340
2860340000,r,1340
2860341000,r,1340
2860341000,r,1340
2860392000,r,1340
2860392000,r,124
2860392000,r,1340
2860392000,r,1340
2860392000,r,1340
2860392000,r,1340
2860392000,r,1340
2860392000,r,508
2860424000,r,1340
2860424000,r,1340
2860424000,r,1340
2860424000,r,796
2860424000,r,1340
2860999000,s,124
2861197000,s,124
2861359000,s,124
2861507000,s,124
2861734000,s,124
2861866000,s,124
2862083000,s,124
2862245000,s,124
2862411000,s,124
2862994000,s,124
2863105000,s,124
2868684000,s,1340
2868835000,s,764
2872954000,r,1340
2872954000,r,380
2873974000,s,124
2877635000,r,124
2881848000,r,124
2881848000,r,124
2883341000,r,252
2883341000,r,252
2883855000,s,140
2884707000,s,140
2885704000,r,364
2886573000,s,124
2889497000,r,124
2898946000,s,188
2899114000,s,668
2903511000,r,172
2903511000,r,140
2910322000,s,140
2935176000,r,124
2935176000,r,124
2935176000,r,204
2935176000,r,1340
2935177000,r,1340
2935177000,r,1340
2935177000,r,1340
2935177000,r,1340
2935490000,r,1340
2935491000,r,1340
2935491000,r,1340
2935491000,r,1340
2936780000,r,124
2937373000,s,124
2937463000,s,124
2937481000,s,124
2937514000,s,124
2937770000,s,124
2949870000,r,1340
2949870000,r,1340
2949870000,r,1340
2949870000,r,1340
2949870000,r,1340
2949870000,r,1340
2949870000,r,1340
2949871000,r,1340
2950118000,r,1340
2950119000,r,428
2950713000,s,124
2950811000,s,124
2950829000,s,124
2950840000,s,124
2950849000,s,124
3005468000,s,1340
3005617000,s,316
3014219000,s,412
3018503000,s,364
3022690000,r,124
3022690000,r,124
3029527000,r,124
3039413000,s,284
3039547000,s,220
3040354000,s,236
3052868000,r,124
3056795000,r,364
3058770000,r,1340
3058770000,r,1340
3058770000,r,1340
3058770000,r,1340
3058771000,r,1340
3058771000,r,1340
3058771000,r,1340
3058771000,r,1340
3058902000,r,1340
3058902000,r,1340
3058902000,r,1340
3058902000,r,1340
3058903000,r,1340
3058903000,r,508
3058903000,r,220
3058903000,r,1340
3058956000,r,1340
3058956000,r,1340
3058956000,r,1340
3058956000,r,1340
3058957000,r,1340
3058957000,r,1340
3058957000,r,1340
3058957000,r,1340
3059003000,r,1340
3059215000,s,124
3059836000,s,124
3059893000,s,124
3060164000,s,124
3060438000,s,124
3060547000,s,124
3060564000,r,1340
3060564000,r,1340
3060564000,r,1340
3060564000,r,508
3060565000,r,1340
3060565000,r,1340
3060565000,r,1340
3060565000,r,1340
3060678000,r,1340
3060679000,r,1340
3060679000,r,1340
3060679000,r,1340
3060679000,r,1340
3060679000,r,1340
3060679000,r,1340
3060680000,r,1340
3060981000,s,124
3061100000,s,124
3061224000,s,124
3061312000,s,124
3061404000,s,124
3061490000,s,124
3061666000,s,124
3061955000,s,124
3062410000,s,124
3062448000,s,124
3062476000,s,124
3062492000,s,124
3062632000,s,124
3062737000,s,124
3062825000,s,124
3071577000,r,1340
3071577000,r,1340
3071577000,r,1340
3071577000,r,1340
3071578000,r,1340
3071578000,r,1340
3071578000,r,1340
3071578000,r,1340
3071723000,r,1340
3071723000,r,1340
3071723000,r,1340
3071723000,r,1340
3071723000,r,1340
3071724000,r,1340
3071724000,r,1340
3071724000,r,1340
3071764000,r,1340
3071791000,r,1340
3071791000,r,1340
3071792000,r,1340
3072414000,r,1340
3072414000,r,1340
3072414000,r,1340
3072414000,r,1340
3072415000,r,1340
3072415000,r,1340
3072415000,r,1340
3072415000,r,1340
3072593000,r,1340
3072593000,r,1340
3072594000,r,1340
3072594000,r,1340
3072594000,r,1340
3072595000,r,1340
3072643000,s,124
3072595000,r,1340
3072914000,s,124
3073001000,s,124
3073056000,s,124
3073146000,s,124
3074169000,s,124
3074214000,s,124
3074235000,s,124
3074248000,s,124
3074258000,s,124
3074268000,s,124
3074277000,s,124
3074287000,s,124
3074295000,s,124
3074302000,s,124
3074328000,s,124
3074408000,r,1340
3074442000,s,124
3074408000,r,1340
3074409000,r,1340
3074409000,r,1340
3074409000,r,1340
3074409000,r,1340
3074409000,r,1340
3074409000,r,1340
3074475000,r,1340
3074475000,r,1340
3074476000,r,1340
3074476000,r,1340
3074476000,r,1340
3074476000,r,1340
3074476000,r,1340
3074476000,r,1340
3074520000,r,1340
3074795000,r,1340
3074795000,r,1340
3074795000,r,1340
3074795000,r,1340
3074795000,r,1340
3074795000,r,1340
3074795000,r,1340
3074796000,r,1340
3074854000,r,1340
3075152000,s,124
3075251000,s,124
3075315000,r,1340
3075321000,s,124
3075315000,r,1340
3075315000,r,1340
3075580000,s,124
3075660000,r,1340
3075665000,s,124
3075660000,r,1340
3075660000,r,1340
3075661000,r,1340
3075661000,r,1340
3075661000,r,1340
3075829000,r,1340
3075829000,r,1340
3075830000,r,1340
3075830000,r,1340
3075830000,r,1340
3075830000,r,1340
3075830000,r,1340
3075830000,r,1340
3075865000,r,1340
3076084000,s,124
3076116000,s,124
3076236000,s,124
3076352000,s,124
3076524000,s,124
3076723000,s,124
3076783000,s,124
3076898000,s,124
3077089000,s,124
3077108000,r,1340
3077108000,r,1340
3077108000,r,1340
3077111000,r,1340
3077111000,r,1340
3077439000,s,124
3077476000,s,124
3077491000,s,124
3077499000,s,124
3077731000,s,124
3077959000,s,124
3078097000,s,124
3078273000,s,124
3078363000,s,124
3078992000,s,124
3079087000,s,124
3091480000,r,1340
3091480000,r,1340
3091480000,r,1340
3091480000,r,1340
3091480000,r,1228
3091480000,r,380
3092231000,s,124
3092290000,s,124
3134391000,s,124
3134473000,s,124
3599876000,r,1340
3599876000,r,1340
3599877000,r,1340
3599877000,r,1340
3599877000,r,1340
3599877000,r,1340
3599877000,r,812
3599877000,r,1340
3600168000,r,1340
3600168000,r,1340
3600168000,r,1340
3600168000,r,1340
3600169000,r,1340
3600169000,r,956
3600169000,r,956
3601082000,s,124
3601343000,s,124
3601512000,s,124
3601704000,s,124
3601938000,s,124
3602097000,s,124
3602248000,s,124
3602396000,s,124
3602536000,s,124
3602698000,s,124
3602837000,s,124
3602955000,s,124
3603100000,s,124
3603217000,s,124
3603362000,s,124
4894034000,r,1340
4894035000,r,1340
4894035000,r,1340
4894036000,r,1340
4894036000,r,1340
4894037000,r,1340
4894037000,r,1244
4894038000,r,1340
4894747000,r,1340
4894748000,r,1340
4897465000,s,124
4898090000,s,124
4898344000,s,124
4898536000,s,124
4898675000,s,124
4899040000,s,124
4899262000,s,124
4899385000,s,124
4899502000,s,124
4899627000,s,124
4912473000,r,1340
4912474000,r,1340
4912474000,r,1340
4912475000,r,1340
4912475000,r,1340
4912476000,r,1340
4912476000,r,1340
4912477000,r,1340
4912904000,r,1340
4912905000,r,1340
4912905000,r,1340
4912906000,r,1340
4912906000,r,1340
4912907000,r,1340
4912907000,r,1340
4912908000,r,1340
4913042000,r,1340
4913043000,r,1340
4913043000,r,1340
4913044000,r,1340
4914701000,s,124
4915617000,s,124
4915905000,s,124
4916309000,s,124
4916850000,s,124
4917594000,s,124
4918106000,s,124
4918383000,s,124
4918665000,s,124
4918911000,s,124
4919103000,s,124
4919471000,s,124
4919718000,s,124
4919875000,s,124
4920029000,s,124
4920221000,s,124
4920419000,s,124
4920979000,s,124
4921176000,s,124
4921350000,s,124
4928805000,r,1340
4928806000,r,1340
4928806000,r,1340
4928807000,r,1340
4928807000,r,1340
4928808000,r,1340
4928808000,r,1340
4928809000,r,1340
4929232000,r,1340
4929232000,r,1340
4929233000,r,1340
4929233000,r,1340
4929234000,r,1340
4929234000,r,1340
4930542000,s,124
4931876000,s,124
4932279000,s,124
4932345000,r,1340
4932345000,r,1340
4932346000,r,1340
4932346000,r,1340
4932347000,r,1340
4932578000,s,124
4932347000,r,1340
4932348000,r,1340
4932348000,r,1340
4932670000,r,1340
4932670000,r,1340
4932671000,r,1340
4932671000,r,1340
4932672000,r,1340
4932672000,r,1340
4932672000,r,1340
4932673000,r,1340
4932812000,r,1340
4932812000,r,1340
4932813000,r,1340
4932813000,r,988
4932863000,s,124
4936362000,s,124
4939281000,s,124
4939649000,s,124
4939849000,s,124
4940009000,s,124
4940190000,s,124
4940384000,s,124
4940581000,s,124
4940769000,s,124
4940971000,s,124
4941176000,s,124
4941317000,s,124
4941453000,s,124
4941644000,s,124
4941892000,s,124
4942108000,s,124
4942644000,s,124
4942852000,s,124
4943055000,s,124
4943248000,s,124
4943451000,s,124
4943635000,s,124
4943814000,s,124
4943987000,s,124
4944182000,s,124
4944383000,s,124
4944563000,s,124
4944755000,s,124
4944996000,s,124
8099362000,r,140
8099363000,r,124
8102831000,s,124
8147164000,s,124
11107420000,s,1340
11107942000,s,1340
11110960000,s,172
11130041000,r,140
11130042000,r,1340
11141931000,r,1340
11141932000,r,396
11141933000,r,1036
11150648000,s,1340
11153330000,s,140
11153649000,s,172
11154644000,s,124
11158314000,r,124
11169924000,r,220
11198125000,s,124
14914410000,r,156
14914410000,r,140
14914411000,r,140
14918846000,s,124
14919198000,s,124
14920442000,s,124
14933926000,r,124
20232377000,s,156
20242559000,r,156
